% 1. Title: Consent file from Experiment TWO
%
% 2. Sources:
%      (a) Creator: Christian Medeiros Adriano
%      (b) Date of Experiment: July, 2015
%      (c) Paper draft = https://arxiv.org/abs/1612.03015
%
@RELATION Task

@ATTRIBUTE time_stamp STRING
@ATTRIBUTE event  {CONSENT,SURVEY,SKILLTEST,FEEDBACK}
@ATTRIBUTE worker_id  STRING
@ATTRIBUTE file_name STRING
@ATTRIBUTE consent_date NUMERIC
@ATTRIBUTE language STRING
@ATTRIBUTE profession String
@ATTRIBUTE gender {Female,Male,Prefer_not_to_tell,Other}
@ATTRIBUTE learned STRING
@ATTRIBUTE years_programming NUMERIC
@ATTRIBUTE country STRING
@ATTRIBUTE age NUMERIC
@ATTRIBUTE test1 {0,1}
@ATTRIBUTE test2 {0,1}
@ATTRIBUTE test3 {0,1}
@ATTRIBUTE test4 {0,1}
@ATTRIBUTE test5 {0,1}
@ATTRIBUTE qualification_score NUMERIC
@ATTRIBUTE test_duration NUMERIC
@ATTRIBUTE feedback STRING
@ATTRIBUTE quit_reason STRING

@DATA
Tue 2015 Jul 07 11:39:11.797,CONSENT,605iE-3g-2e-6-4-7_3,HIT03_6,1.436283551797E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:41:42.804,CONSENT,606Gi0a-4I-79-1_3,HIT04_7,1.436283569767E12,"JAVA","Graduate_Student",Female,"High_School",2,"USA",23,0,0,0,0,0,0,133037.0,,
Tue 2015 Jul 07 11:52:19.630,CONSENT,607iG-5I0i314_3,HIT03_6,1.436283598799E12,"JAVA; C","Hobbyist",Male,"Web",15,"USA",35,1,1,1,1,0,4,439449.0,"N/A",
Tue 2015 Jul 07 11:40:02.462,CONSENT,608Ii7e-3A-273_3,HIT03_6,1.436283602462E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:05:57.547,CONSENT,19CG-8g8e502:609ie-1e-7i-69-2_3,HIT03_6,1.43628362171E12,"HTML/CSS (formerly C# and Java in previous jobs)","Other UX designer/developer",Male,"University;Web;Other_Professionally",12,"USA",29,1,1,1,1,1,5,219126.0,"Interesting task.  It did assume knowledge of a library that I hadn't used.  I haven't programmed in Java in a few years; but I think getting back into it and understanding this was fairly straightforward once I got my bearings.",
Tue 2015 Jul 07 11:43:42.986,CONSENT,610eG-5G0C3-9-1_3,HIT04_7,1.436283632764E12,"english","Professional_Developer",Male,"High_School",4,"india",41,0,1,1,0,0,2,190222.0,,
Tue 2015 Jul 07 11:53:54.733,CONSENT,611Ee-3C-4G-903_3,HIT01_8,1.436283643789E12,"C#","Hobbyist",Male,"University;Web",8,"USA",31,1,0,1,1,0,3,692669.0,,"TOO_DIFFICULT"
Tue 2015 Jul 07 11:46:15.183,CONSENT,612Ec-6g-3E-4-9-5_3,HIT03_6,1.436283664615E12,"CSS","Hobbyist",Male,"Web",2,"United States of America",25,0,0,0,1,0,1,310568.0,,
Tue 2015 Jul 07 11:41:20.355,SURVEY,576eC-1C-2E45-5_3,HIT03_6,,"Java","Hobbyist",Male,"University;Web",3,"usa",25,,,,,,,,,
Tue 2015 Jul 07 11:41:45.325,CONSENT,613ia2A7C4-63_3,HIT03_6,1.436283705325E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:45:25.226,CONSENT,614Gc-2I9g0-58_3,HIT04_7,1.436283711475E12,"java","Other Graphic designer",Male,"University",3,"India",37,0,0,0,0,0,0,213751.0,,
Fri 2015 Jul 10 14:21:56.074,CONSENT,1506IC2A8e2-20:615gC7g-8i-21-3:85aA-1G-5e8-11:89cG-4a4I-5-15_3,HIT03_6,1.436283746179E12,"C++","Graduate_Student",Male,"University",2,"USA",22,1,1,1,1,1,5,150491.0,"",
Tue 2015 Jul 07 11:44:03.202,FEEDBACK,85EG-9G-9A73-8_3,HIT04_7,1.436273016495E12,,,,,,,,,,,,,,,"These were tough; I tried my best!",
Tue 2015 Jul 07 11:44:41.047,CONSENT,616GI4C5a03-6_3,HIT03_6,1.436283784247E12,"java","Graduate_Student",Male,"High_School",2,"United States",27,,,,,,,,,
Tue 2015 Jul 07 11:46:20.525,CONSENT,617gC-7E2E2-6-3_3,HIT03_6,1.43628378961E12,"Java","Undergraduate_Student",Female,"University",2,"United States",21,0,1,0,0,0,1,190915.0,,
Tue 2015 Jul 07 11:47:44.211,CONSENT,618AI-6G-3a-960_3,HIT03_6,1.436283790205E12,"C++","Hobbyist",Male,"High_School",3,"united states",36,0,0,0,0,1,1,274006.0,,
Tue 2015 Jul 07 11:43:52.547,CONSENT,619iE-6a-2a4-35_3,HIT03_6,1.436283801841E12,"2","Hobbyist",Male,"University",4,"USA",31,,,,,,,,,
Tue 2015 Jul 07 11:50:19.869,CONSENT,620EE-8g-9c1-5-5_3,HIT04_7,1.436283808929E12,"C; Java; Python","Undergraduate_Student",Male,"University",1,"US",33,1,0,0,0,0,1,410940.0,,
Tue 2015 Jul 07 11:44:55.820,CONSENT,621cI-3i7g-220_3,HIT02_24,1.436283812258E12,"c++","Graduate_Student",Male,"University",1,"india",22,0,0,0,0,0,0,83562.0,,
Tue 2015 Jul 07 11:43:46.627,CONSENT,622ci-2E9C1-2-2_3,HIT03_6,1.436283826627E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:51:04.793,CONSENT,623AI3I0g-9-44_3,HIT03_6,1.436283840622E12,"java","Hobbyist",Male,"Web",1,"United States",27,1,0,0,1,0,2,424171.0,,
Tue 2015 Jul 07 11:46:05.500,CONSENT,624AG-8I-7e-607_3,HIT04_7,1.436283859739E12,"php","Graduate_Student",Male,"University",1,"india",33,0,0,0,0,0,0,105761.0,,
Tue 2015 Jul 07 11:51:59.212,CONSENT,625ce5g-7c1-7-9_3,HIT04_7,1.436283900278E12,"C++","Other BSEE ",Male,"University;Web",30,"USA",50,1,1,1,1,0,4,418934.0,,
Tue 2015 Jul 07 11:45:08.476,CONSENT,626ai0e1A06-1_3,HIT04_7,1.436283908476E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:46:46.263,CONSENT,627Aa6g7G-166_3,HIT03_6,1.436283922739E12,"None","Hobbyist",Male,"High_School;Other_Some_by_a_friend",0,"United States",21,0,0,0,0,0,0,83524.0,,
Tue 2015 Jul 07 12:09:53.215,CONSENT,628ce-1a8I-9-7-9_3,HIT04_7,1.436283924273E12,"Objective-C; C; Java","Undergraduate_Student",Male,"University;Web",3,"United States",28,1,1,1,1,0,4,828804.0,,"TOO_BORING"
Tue 2015 Jul 07 11:46:11.051,CONSENT,629iE-6g4E0-51_3,HIT03_6,1.436283971051E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:49:02.036,CONSENT,630ee-1I9a-534_3,HIT04_7,1.436283974739E12,"English","Other Independent Contractor",Female,"Other_I_did_not_learn_to_code",0,"United States",41,,,,,,,,,
Tue 2015 Jul 07 12:52:24.146,CONSENT,998eE-6g-2A350:631gg-5g6c-980_3,HIT03_6,1.436283978403E12,"C#","Hobbyist",Male,"Web",3,"US",28,1,0,1,1,1,4,286574.0,"I think Java is a bit of a nasty language. I've always found C# to be friendlier; though they are not too different from each other.    I am just a hobbyist programmer; though; self-taught.",
Tue 2015 Jul 07 11:50:19.960,CONSENT,632GG2I-7a-8-59_3,HIT04_7,1.436284020855E12,"None","Hobbyist",Male,"Web",0,"USA",23,0,0,0,1,0,1,199105.0,,
Tue 2015 Jul 07 11:53:36.346,CONSENT,633GI6e3C92-8_3,HIT04_7,1.436284024051E12,"PHP; JavaScript","Professional_Developer",Male,"University",10,"Unit",30,0,0,1,0,0,1,392295.0,,
Tue 2015 Jul 07 11:47:55.862,CONSENT,634eA1I7c-68-4_3,HIT04_7,1.436284075862E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:48:48.240,CONSENT,635GG2A-4A-26-7_3,HIT04_7,1.436284078181E12,"english","Other construction manager",Male,"University",2,"India",511,,,,,,,,,
Tue 2015 Jul 07 11:48:18.912,CONSENT,636IG6E-5g97-2_3,HIT03_6,1.436284098912E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:54:01.965,CONSENT,637aC3c2g8-2-7_3,HIT04_7,1.436284134801E12,"Java","Hobbyist",Male,"High_School;Web",2,"USA",30,0,0,0,1,0,1,307164.0,,
Tue 2015 Jul 07 12:00:25.879,CONSENT,638ic-5a-8a06-2_3,HIT03_6,1.436284153412E12,"VBA","Hobbyist",Male,"University;Other_Through_work",3,"United States",28,1,1,0,1,0,3,401371.0,"",
Tue 2015 Jul 07 11:49:54.260,CONSENT,639ae2E3g9-2-3_3,HIT04_7,1.436284157391E12,"English","Undergraduate_Student",Male,"University",1,"USA",20,,,,,,,,,
Tue 2015 Jul 07 11:49:55.506,CONSENT,640aa7E0c6-80_3,HIT04_7,1.436284168165E12,"Java","Undergraduate_Student",Female,"University",3,"USA",21,0,0,0,1,0,1,27340.0,,
Tue 2015 Jul 07 11:54:06.189,CONSENT,641ae5a-6c-3-14_3,HIT04_7,1.436284200261E12,"java","Graduate_Student",Male,"University",2,"india",27,0,0,0,1,0,1,245928.0,,
Tue 2015 Jul 07 11:50:57.332,FEEDBACK,35Eg-6i-8G-2-6-8_3,HIT04_7,1.436271978727E12,,,,,,,,,,,,,,,"no",
Tue 2015 Jul 07 11:51:35.713,CONSENT,642IG3A-3a-9-80_3,HIT03_6,1.436284240578E12,"java","Undergraduate_Student",Male,"University",1,"usa",19,1,0,0,0,1,2,55135.0,,
Tue 2015 Jul 07 11:51:01.978,CONSENT,643eG-3g2C-985_3,HIT04_7,1.436284261978E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:54:45.784,CONSENT,644Aa7G-1I-14-6_3,HIT03_6,1.436284269041E12,"html","Hobbyist",Male,"High_School;Web",1,"United States",24,1,1,0,0,0,2,216743.0,,
Tue 2015 Jul 07 11:51:31.497,CONSENT,645Ci1i-5C938_3,HIT04_7,1.436284291497E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:51:34.732,CONSENT,646gg7g9A507_3,HIT04_7,1.436284294732E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:54:17.869,CONSENT,647CA-4c9C3-6-4_3,HIT04_7,1.436284365796E12,"C#","Hobbyist",Male,"University",2,"United States of America",23,0,0,0,0,0,0,92073.0,,
Tue 2015 Jul 07 11:52:53.703,CONSENT,648aE-6i3c107_3,HIT04_7,1.436284373703E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:55:35.467,CONSENT,649ae-3G-7g2-9-1_3,HIT04_7,1.436284399141E12,"C++","Professional_Developer",Female,"High_School",5,"USA",30,1,0,1,0,0,2,136326.0,,
Tue 2015 Jul 07 12:03:06.522,CONSENT,650gE-6g-2E2-85_3,HIT04_7,1.436284417653E12,"Python; PHP; JavaScript","Hobbyist",Male,"Web",1,"US",23,1,0,1,0,0,2,568869.0,,
Tue 2015 Jul 07 11:53:40.303,FEEDBACK,85EG-9G-9A73-8_3,HIT03_6,,,,,,,,,,,,,,,,"These were difficult; hope I helped. ",
Tue 2015 Jul 07 12:03:24.729,CONSENT,651iA8E0i-867_3,HIT04_7,1.436284431387E12,"JavaScript","Professional_Developer",Male,"University",10,"United States",30,1,1,1,1,1,5,272316.0,"Thank you!",
Tue 2015 Jul 07 11:53:51.797,CONSENT,652AI-2G9e-8-2-7_3,HIT02_24,1.436284431797E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:58:02.387,CONSENT,653Ac0A9A2-66_3,HIT03_6,1.436284498953E12,"C++","Graduate_Student",Male,"University",17,"USA",45,1,0,0,1,0,2,183434.0,,
Tue 2015 Jul 07 12:01:28.064,CONSENT,654eA-3g-6E451_3,HIT04_7,1.436284504059E12,"developing","Professional_Developer",Male,"High_School;University;Web",3,"India",24,1,0,1,1,0,3,241736.0,"very good survey",
Tue 2015 Jul 07 11:55:04.911,CONSENT,655Gg-6C-9i-50-6_3,HIT04_7,1.436284504911E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:07:04.195,CONSENT,656AI5G0i-32-5_3,HIT01_8,1.436284507325E12,"Java; PHP; HTML","Undergraduate_Student",Male,"University;Web",4,"USA",20,1,1,1,0,1,4,175937.0,"A bit strange to be taking a coding class online; however I am studying Computer Engineering and I believe my answers were correct",
Tue 2015 Jul 07 12:11:23.325,CONSENT,657eE-7g8g0-33_3,HIT04_7,1.436284529928E12,"C#","Undergraduate_Student",Female,"University;Web",1,"Canada",26,1,1,1,1,1,5,690180.0,"This was much more difficult than I had expected. I am familiar with C#;but have never programmed in Java",
Tue 2015 Jul 07 11:58:00.350,CONSENT,658Gi1A6C-285_3,HIT04_7,1.436284573244E12,"java","Hobbyist",Male,"High_School;Web",1,"USA",31,0,0,0,0,1,1,107105.0,,
Tue 2015 Jul 07 12:52:20.983,CONSENT,659ei-2E2a2-1-2_3,HIT01_8,1.436284600076E12,"none","Hobbyist",Female,"University",1,"united states",30,1,1,1,1,1,5,3340907.0,,
Tue 2015 Jul 07 11:58:44.850,CONSENT,660Aa4C-9G279_3,HIT04_7,1.43628472485E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:58:50.036,CONSENT,661Ic-3g1E793_3,HIT01_8,1.436284730036E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 11:59:52.314,CONSENT,662ge-1G8e047_3,HIT04_7,1.436284736153E12,"Java","Graduate_Student",Female,"High_School",3,"USA",24,0,0,0,1,0,1,56161.0,,
Tue 2015 Jul 07 11:59:43.935,CONSENT,663cc-3A4i38-8_3,HIT03_6,1.436284743774E12,"C++","Hobbyist",Male,"High_School",5,"USA",56,,,,,,,,,
Tue 2015 Jul 07 12:10:31.848,CONSENT,664Ge2a-4e-66-2_3,HIT03_6,1.436284750664E12,"NONE","Hobbyist",Female,"Web",0,"USA",31,1,1,0,1,0,3,321216.0,"",
Tue 2015 Jul 07 12:04:49.364,CONSENT,665IA1A-1I-755_3,HIT04_7,1.43628477718E12,"c ++","Undergraduate_Student",Male,"High_School",2,"usa",20,0,0,0,0,0,0,312184.0,,
Tue 2015 Jul 07 12:18:10.584,CONSENT,666cg2a-4C2-83_3,HIT04_7,1.436284793321E12,"C++","Hobbyist",Female,"Other_Self_taught",12,"USA",54,1,0,1,1,0,3,390382.0,"I do hope that I helped you - thanks! ",
Tue 2015 Jul 07 12:02:50.681,CONSENT,667gI6A0a5-90_3,HIT04_7,1.436284801905E12,"Stata","Graduate_Student",Male,"High_School;University;Web",3,"USA",27,0,0,1,0,0,1,168776.0,,
Tue 2015 Jul 07 12:01:16.198,CONSENT,668gC-1i5e2-6-7_3,HIT04_7,1.436284805519E12,"Java","Professional_Developer",Male,"University",5,"India",29,0,0,0,0,1,1,70679.0,,
Tue 2015 Jul 07 12:26:39.239,CONSENT,669eI7G-8A38-4_3,HIT04_7,1.436284842213E12,"java","Undergraduate_Student",Male,"University",1,"US",24,0,0,1,0,0,1,1557026.0,,
Tue 2015 Jul 07 12:04:58.862,CONSENT,670EI-3a1c-81-8_3,HIT04_7,1.436284844907E12,"Python","Professional_Developer",Male,"High_School;University;Web",10,"Croatia",33,0,1,0,0,1,2,253955.0,,
Tue 2015 Jul 07 14:04:44.284,CONSENT,11IC-3a0E1-10:322iA-8I0A31-6:671Ca6c4e-5-9-9_3,HIT04_7,1.436284872333E12,"Java; JEE","Professional_Developer",Male,"University",20,"US",45,1,1,1,0,1,4,340814.0,"i am not sure how this exercise would help develop new tools; and would be interested to know the answer",
Tue 2015 Jul 07 12:01:31.615,CONSENT,672ge-7i-5e-638_3,HIT04_7,1.436284891615E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:03:17.242,CONSENT,673GI-7a7e660_3,HIT04_7,1.436284899362E12,"Java; C++; VBScript","Undergraduate_Student",Male,"Other_Work",3,"USA",23,,,,,,,,,
Tue 2015 Jul 07 12:01:48.381,CONSENT,674cE0G6A287_3,HIT04_7,1.436284908381E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:08:00.257,CONSENT,675ei2a-1E8-13_3,HIT04_7,1.436284928075E12,"none","Other I do not know any programming languages.",Male,"Other_NA",0,"USA",41,0,0,1,0,1,2,352182.0,,
Tue 2015 Jul 07 12:02:36.359,CONSENT,676Aa7E-2e-55-1_3,HIT04_7,1.436284956359E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:03:19.027,FEEDBACK,638ic-5a-8a06-2_3,HIT04_7,,,,,,,,,,,,,,,,"",
Tue 2015 Jul 07 12:06:47.520,CONSENT,677aG7C-8c-5-54_3,HIT04_7,1.436285022198E12,"English","Undergraduate_Student",Female,"Web",0,"Usa",25,0,0,1,0,0,1,185322.0,,
Tue 2015 Jul 07 12:12:44.913,CONSENT,678IE5e-6g-23-1_3,HIT04_7,1.436285029451E12,"C;C++ and C#;J2EE/java","Hobbyist",Male,"Web",5,"USA",38,1,0,0,0,0,1,535462.0,,
Tue 2015 Jul 07 12:17:40.330,CONSENT,679Ie9E-4G4-2-3_3,HIT04_7,1.436285058313E12,"Combined Programming Language","Professional_Developer",Male,"University",4,"India",29,0,0,0,1,0,1,142541.0,,
Tue 2015 Jul 07 12:06:05.506,CONSENT,680CC-6G-7c924_3,HIT04_7,1.436285074516E12,"ENGLISH","Undergraduate_Student",Female,"University",3,"INDIA",23,0,1,0,0,0,1,90990.0,,
Tue 2015 Jul 07 12:06:06.121,CONSENT,681EI-3c-5E438_3,HIT04_7,1.436285078023E12,"java","Graduate_Student",Male,"High_School",1,"USA",24,,,,,,,,,
Tue 2015 Jul 07 12:04:52.096,CONSENT,682GA-1e-2c4-61_3,HIT04_7,1.436285092096E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:05:41.635,CONSENT,683EG5G4I82-4_3,HIT04_7,1.436285095612E12,"2","Professional_Developer",Male,"University",1,"india",36,0,1,0,1,0,2,46023.0,,
Tue 2015 Jul 07 12:10:18.629,CONSENT,684ag7i-1a02-6_3,HIT04_7,1.436285097232E12,"Java","Hobbyist",Male,"University",4,"Costa Rica",23,1,1,1,0,1,4,321397.0,,
Tue 2015 Jul 07 12:14:08.661,CONSENT,685Ce-2a0C-746_3,HIT04_7,1.436285104736E12,"python","Hobbyist",Male,"Web",1,"america",32,1,1,0,0,0,2,543925.0,,
Tue 2015 Jul 07 12:07:34.334,CONSENT,686EC-4c3E449_3,HIT02_24,1.436285132578E12,"JavaScript","Graduate_Student",Male,"Web",1,"South Africa",27,,,,,,,,,
Tue 2015 Jul 07 12:53:29.818,CONSENT,999ga-2G-2G995:687Ci0C-3e-4-55_3,HIT04_7,1.436285159122E12,"Python","Professional_Developer",Male,"High_School;University;Web",10,"Croatia",33,1,1,1,1,1,5,544341.0,"",
Tue 2015 Jul 07 12:06:58.057,CONSENT,688ca0A9i470_3,HIT04_7,1.436285187124E12,"2","Graduate_Student",Female,"University;Web",3,"USA",31,,,,,,,,,
Tue 2015 Jul 07 12:10:15.059,CONSENT,689ig-4A1E7-5-8_3,HIT03_6,1.43628522014E12,"javascript;HTML;CSS","Graduate_Student",Male,"High_School;University;Web",2,"USA",26,1,0,0,1,0,2,194919.0,,
Tue 2015 Jul 07 12:07:01.579,CONSENT,690iI-5a6A-600_3,HIT04_7,1.436285221579E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:10:47.896,CONSENT,691aI-1e2e192_3,HIT04_7,1.436285305325E12,"java","Hobbyist",Female,"University",1,"usa",32,0,0,0,0,0,0,142571.0,,
Tue 2015 Jul 07 12:19:02.001,CONSENT,692iE-2a-1C0-52_3,HIT04_7,1.436285372095E12,"none","Graduate_Student",Male,"Other_novice",0,"USA",34,0,0,1,0,0,1,569906.0,,
Tue 2015 Jul 07 12:13:41.410,CONSENT,693ag0C9I-13-6_3,HIT04_7,1.436285378414E12,"java","Graduate_Student",Male,"High_School;Web",2,"usa",25,1,0,1,1,1,4,156401.0,,"TOO_DIFFICULT"
Wed 2015 Jul 08 13:43:41.171,CONSENT,1014aA5c4G-408:694aI4G-3E-8-3-6_3,HIT04_7,1.436285428004E12,"c#","Professional_Developer",Male,"University",3,"India",25,1,0,1,1,1,4,306392.0,"",
Tue 2015 Jul 07 12:10:28.063,CONSENT,695II9E-5I-830_3,HIT04_7,1.436285428063E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:16:02.821,CONSENT,696gE-3G1a-69-2_3,HIT02_24,1.436285465795E12,"excel","Hobbyist",Female,"University",1,"usa",25,0,1,0,0,0,1,230224.0,,
Tue 2015 Jul 07 12:11:07.709,CONSENT,697ae-2i-6E556_3,HIT04_7,1.436285467709E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:11:21.123,CONSENT,698ce2G6G244_3,HIT04_7,1.436285481123E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:11:47.016,FEEDBACK,35Eg-6i-8G-2-6-8_3,HIT03_6,,,,,,,,,,,,,,,,"very confusing",
Tue 2015 Jul 07 12:12:06.442,CONSENT,699eE-9a-9G-9-2-9_3,HIT04_7,1.436285526442E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:13:21.060,CONSENT,700gA5G-6C-9-80_3,HIT03_6,1.436285526442E12,"2","Undergraduate_Student",Male,"University",2,"United States",24,0,1,0,0,0,1,74618.0,,
Tue 2015 Jul 07 12:12:08.749,CONSENT,701EI6c-3C-752_3,HIT04_7,1.436285528749E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:21:49.655,CONSENT,702gc9c4a9-86_3,HIT03_6,1.436285529759E12,"Php/Javascript","Professional_Developer",Male,"Other_US_Army",20,"USA",43,1,1,0,1,0,3,206481.0,"Cool test. Hope to make. Good luck with your project!",
Tue 2015 Jul 07 12:13:08.843,CONSENT,703ac5E9C60-3_3,HIT04_7,1.43628555524E12,"Python","Hobbyist",Male,"High_School;University;Web",15,"United States",33,,,,,,,,,
Tue 2015 Jul 07 12:13:27.734,CONSENT,704gA6g4a3-1-5_3,HIT03_6,1.436285562483E12,"visual basic","Hobbyist",Male,"High_School;University;Web",30,"USA",48,,,,,,,,,
Tue 2015 Jul 07 12:12:43.001,CONSENT,705Ae-1e6g14-1_3,HIT04_7,1.436285563001E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:17:29.955,CONSENT,706CI7G5A5-62_3,HIT03_6,1.436285566007E12,"HTML","Graduate_Student",Male,"High_School;University",10,"United States",29,0,0,0,0,0,0,283948.0,,
Tue 2015 Jul 07 12:14:10.085,CONSENT,707AI6C0G387_3,HIT03_6,1.436285575341E12,"JAVA","Professional_Developer",Male,"University",03,"India",25,,,,,,,,,
Tue 2015 Jul 07 12:20:55.101,CONSENT,708cC8a2i-905_3,HIT04_7,1.436285609053E12,"Java","Undergraduate_Student",Male,"University;Web",2,"USA",29,0,0,0,0,0,0,446048.0,,
Tue 2015 Jul 07 12:13:47.336,SURVEY,603GA5e-1a-6-8-7_3,HIT03_6,,"Java","Professional_Developer",Male,"University",10,"Gurgaon, India",33,,,,,,,,,
Tue 2015 Jul 07 12:16:09.145,CONSENT,709IA7I7c-61-1_3,HIT03_6,1.436285633013E12,"Java","Graduate_Student",Male,"University",5,"USA",26,0,0,0,0,0,0,136132.0,,
Tue 2015 Jul 07 12:21:10.088,CONSENT,710gi9A0a-5-87_3,HIT04_7,1.436285636247E12,"Python","Hobbyist",Male,"Web",1,"usa",24,1,1,0,0,0,2,433841.0,,
Tue 2015 Jul 07 12:14:24.234,SURVEY,707AI6C0G387_3,HIT04_7,,"JAVA","Professional_Developer",Male,"University",03,"India",25,,,,,,,,,
Tue 2015 Jul 07 12:14:28.943,CONSENT,711gG-4I0A-72-1_3,HIT04_7,1.436285668943E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:15:52.361,CONSENT,712gI-8I0e1-7-5_3,HIT04_7,1.436285722747E12,"HTML","Undergraduate_Student",Female,"High_School;University;Web",1,"United States",22,,,,,,,,,
Tue 2015 Jul 07 12:21:18.118,CONSENT,713gC9a0G430_3,HIT04_7,1.436285760965E12,"Java","Graduate_Student",Male,"High_School;University;Web",4,"USA",41,0,0,0,0,0,0,305381.0,,
Tue 2015 Jul 07 12:16:27.885,SURVEY,696gE-3G1a-69-2_3,HIT04_7,,"java","Hobbyist",Female,"University",2,"america",25,,,,,,,,,
Tue 2015 Jul 07 12:19:29.987,CONSENT,714Ag0E4a-6-79_3,HIT04_7,1.436285789609E12,"C++","Undergraduate_Student",Male,"University",1,"USA",23,0,0,0,1,0,1,180378.0,,
Tue 2015 Jul 07 12:27:02.186,CONSENT,715eA1G1A4-44_3,HIT04_7,1.436285831692E12,"UNIX Shell","Professional_Developer",Male,"University;Web",4,"India",27,1,1,1,1,1,5,590494.0,,
Tue 2015 Jul 07 12:17:20.916,CONSENT,716ai-7i5I0-5-3_3,HIT04_7,1.436285840916E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:20:57.888,CONSENT,717Gg-2g-4c328_3,HIT04_7,1.436285861091E12,"Lua","Graduate_Student",Female,"Web",3,"United States",40,0,0,0,0,0,0,196797.0,,
Tue 2015 Jul 07 12:18:56.404,SURVEY,679Ie9E-4G4-2-3_3,HIT03_6,1.436285058313E12,"APL","Professional_Developer",Male,"University",5,"United States",29,,,,,,,,,
Tue 2015 Jul 07 12:24:21.965,CONSENT,718Ai5C-2I-2-1-2_3,HIT04_7,1.436285891021E12,"Python","Hobbyist",Male,"University;Web",10,"USA",32,0,0,1,0,0,1,214923.0,,
Tue 2015 Jul 07 12:18:13.028,FEEDBACK,656AI5G0i-32-5_3,HIT04_7,,,,,,,,,,,,,,,,"It would help to see a more comprehensive layout of the source code for the program; however I suspect that part of the challenge and desired study for these tests are to determine how correct you can be without seeing all the information.",
Tue 2015 Jul 07 12:18:44.283,CONSENT,719ce-7c-2G606_3,HIT04_7,1.436285924283E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:23:19.591,CONSENT,720Ae-4c8c-5-1-6_3,HIT04_7,1.436285949359E12,"Java","Undergraduate_Student",Male,"University",1,"USA",20,0,0,0,1,0,1,250231.0,,
Tue 2015 Jul 07 12:19:13.593,SURVEY,679Ie9E-4G4-2-3_3,HIT01_8,,"CLK","Graduate_Student",Male,"University",3,"United States",29,,,,,,,,,
Tue 2015 Jul 07 12:19:40.614,CONSENT,721CE9c0G808_3,HIT04_7,1.436285980614E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:32:54.208,CONSENT,722ce2G0i-857_3,HIT04_7,1.436286117054E12,"Java","Undergraduate_Student",Male,"University;Web",2,"USA",29,1,1,1,1,1,5,418666.0,"Very interesting task; thank you",
Tue 2015 Jul 07 12:31:21.967,CONSENT,723ci3c3I-7-5-7_3,HIT03_6,1.436286132722E12,"C#","Professional_Developer",Male,"High_School;Web",5,"United States",26,1,0,0,1,0,2,349286.0,,
Thu 2015 Jul 09 00:59:45.966,CONSENT,27Ei-8i0A-3-59:15cG-7i7C996_3,HIT03_6,1.436416908591E12,"RPG; Visual Basic","Professional_Developer",Male,"High_School;University",23,"USA",44,1,0,1,1,0,3,60300.0,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.",
Tue 2015 Jul 07 12:23:00.414,CONSENT,724gC3A2c770_3,HIT04_7,1.436286180414E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 12:24:35.910,CONSENT,725gi2i-5a38-8_3,HIT04_7,1.436286243706E12,"Java","Graduate_Student",Male,"University;Web",4,"USA",41,1,1,0,1,1,4,32204.0,,
Tue 2015 Jul 07 12:25:54.531,CONSENT,726Eg0I-5g-5-79_3,HIT04_7,1.43628625978E12,"Java","Hobbyist",Male,"University;Web",5,"USA",35,0,0,0,0,0,0,94751.0,,
