"","time_stamp","event","worker_id","file_name","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score","test_duration","feedback","quit_reason","Obs","Exp","irt_qualification_score","irt_qualification_score.standard_error"
"337","Tue2015Jul0712:03:06.522","CONSENT","650gE-6g-2E2-85_3","HIT04_7",1436284417653,"Python; PHP; JavaScript","Hobbyist","Male","Web",1,"US",23,"1","0","1","0","0",2,568869,NA,NA,31,24.5564685479959,1.19123159756338,0.402625637607021
"338","Tue2015Jul0712:03:24.729","CONSENT","651iA8E0i-867_3","HIT04_7",1436284431387,"JavaScript","Professional_Developer","Male","University",10,"United States",30,"1","1","1","1","1",5,272316,"Thank you!",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"339","Tue2015Jul0711:58:02.387","CONSENT","653Ac0A9A2-66_3","HIT03_6",1436284498953,"C++","Graduate_Student","Male","University",17,"USA",45,"1","0","0","1","0",2,183434,NA,NA,69,41.8797460004164,0.941097916043942,0.399673969975627
"340","Tue2015Jul0712:01:28.064","CONSENT","654eA-3g-6E451_3","HIT04_7",1436284504059,"developing","Professional_Developer","Male","High_School;University;Web",3,"India",24,"1","0","1","1","0",3,241736,"very good survey",NA,31,36.5118535304554,1.32677343651316,0.417745727973314
"341","Tue2015Jul0712:07:04.195","CONSENT","656AI5G0i-32-5_3","HIT01_8",1436284507325,"Java; PHP; HTML","Undergraduate_Student","Male","University;Web",4,"USA",20,"1","1","1","0","1",4,175937,"A bit strange to be taking a coding class online; however I am studying Computer Engineering and I believe my answers were correct",NA,82,83.554634405252,1.84701350156545,0.534110571891259
"342","Tue2015Jul0712:11:23.325","CONSENT","657eE-7g8g0-33_3","HIT04_7",1436284529928,"C#","Undergraduate_Student","Female","University;Web",1,"Canada",26,"1","1","1","1","1",5,690180,"This was much more difficult than I had expected. I am familiar with C#;but have never programmed in Java",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"343","Tue2015Jul0711:58:00.350","CONSENT","658Gi1A6C-285_3","HIT04_7",1436284573244,"java","Hobbyist","Male","High_School;Web",1,"USA",31,"0","0","0","0","1",1,107105,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"344","Tue2015Jul0712:52:20.983","CONSENT","659ei-2E2a2-1-2_3","HIT01_8",1436284600076,"none","Hobbyist","Female","University",1,"united states",30,"1","1","1","1","1",5,3340907,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"345","Tue2015Jul0711:59:52.314","CONSENT","662ge-1G8e047_3","HIT04_7",1436284736153,"Java","Graduate_Student","Female","High_School",3,"USA",24,"0","0","0","1","0",1,56161,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"346","Tue2015Jul0712:10:31.848","CONSENT","664Ge2a-4e-66-2_3","HIT03_6",1436284750664,"NONE","Hobbyist","Female","Web",0,"USA",31,"1","1","0","1","0",3,321216,NA,NA,22,47.4322904734795,1.1946744562977,0.402901392443667
"347","Tue2015Jul0712:04:49.364","CONSENT","665IA1A-1I-755_3","HIT04_7",1436284777180,"c ++","Undergraduate_Student","Male","High_School",2,"usa",20,"0","0","0","0","0",0,312184,NA,NA,271,320.219929518008,0,0.64170788576225
"348","Tue2015Jul0712:18:10.584","CONSENT","666cg2a-4C2-83_3","HIT04_7",1436284793321,"C++","Hobbyist","Female","Other_Self_taught",12,"USA",54,"1","0","1","1","0",3,390382,"I do hope that I helped you - thanks! ",NA,31,36.5118535304554,1.32677343651316,0.417745727973314
"349","Tue2015Jul0712:02:50.681","CONSENT","667gI6A0a5-90_3","HIT04_7",1436284801905,"Stata","Graduate_Student","Male","High_School;University;Web",3,"USA",27,"0","0","1","0","0",1,168776,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"350","Tue2015Jul0712:01:16.198","CONSENT","668gC-1i5e2-6-7_3","HIT04_7",1436284805519,"Java","Professional_Developer","Male","University",5,"India",29,"0","0","0","0","1",1,70679,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"351","Tue2015Jul0712:26:39.239","CONSENT","669eI7G-8A38-4_3","HIT04_7",1436284842213,"java","Undergraduate_Student","Male","University",1,"US",24,"0","0","1","0","0",1,1557026,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"352","Tue2015Jul0712:04:58.862","CONSENT","670EI-3a1c-81-8_3","HIT04_7",1436284844907,"Python","Professional_Developer","Male","High_School;University;Web",10,"Croatia",33,"0","1","0","0","1",2,253955,NA,NA,21,21.5347414447577,0.803219479615133,0.413300904422626
"353","Tue2015Jul0714:04:44.284","CONSENT","11IC-3a0E1-10:322iA-8I0A31-6:671Ca6c4e-5-9-9_3","HIT04_7",1436284872333,"Java; JEE","Professional_Developer","Male","University",20,"US",45,"1","1","1","0","1",4,340814,"i am not sure how this exercise would help develop new tools; and would be interested to know the answer",NA,82,83.554634405252,1.84701350156545,0.534110571891259
"354","Tue2015Jul0712:08:00.257","CONSENT","675ei2a-1E8-13_3","HIT04_7",1436284928075,"none","Other I do not know any programming languages.","Male","Other_NA",0,"USA",41,"0","0","1","0","1",2,352182,NA,NA,12,11.4813337943631,0.932947780383672,0.400173829556418
"355","Tue2015Jul0712:06:47.520","CONSENT","677aG7C-8c-5-54_3","HIT04_7",1436285022198,"English","Undergraduate_Student","Female","Web",0,"Usa",25,"0","0","1","0","0",1,185322,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"356","Tue2015Jul0712:12:44.913","CONSENT","678IE5e-6g-23-1_3","HIT04_7",1436285029451,"C;C++ and C#;J2EE/java","Hobbyist","Male","Web",5,"USA",38,"1","0","0","0","0",1,535462,NA,NA,64,40.7401827947098,0.808290895416211,0.412607162804682
"357","Tue2015Jul0712:17:40.330","CONSENT","679Ie9E-4G4-2-3_3","HIT04_7",1436285058313,"Combined Programming Language","Professional_Developer","Male","University",4,"India",29,"0","0","0","1","0",1,142541,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"358","Tue2015Jul0712:06:05.506","CONSENT","680CC-6G-7c924_3","HIT04_7",1436285074516,"ENGLISH","Undergraduate_Student","Female","University",3,"INDIA",23,"0","1","0","0","0",1,90990,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"359","Tue2015Jul0712:05:41.635","CONSENT","683EG5G4I82-4_3","HIT04_7",1436285095612,"2","Professional_Developer","Male","University",1,"india",36,"0","1","0","1","0",2,46023,NA,NA,90,60.6977851420413,0.659986338615415,0.438627388040411
"360","Tue2015Jul0712:10:18.629","CONSENT","684ag7i-1a02-6_3","HIT04_7",1436285097232,"Java","Hobbyist","Male","University",4,"Costa Rica",23,"1","1","1","0","1",4,321397,NA,NA,82,83.554634405252,1.84701350156545,0.534110571891259
"361","Tue2015Jul0712:14:08.661","CONSENT","685Ce-2a0C-746_3","HIT04_7",1436285104736,"python","Hobbyist","Male","Web",1,"america",32,"1","1","0","0","0",2,543925,NA,NA,24,36.1597957747839,1.06585713882005,0.396804266779271
"362","Tue2015Jul0712:53:29.818","CONSENT","999ga-2G-2G995:687Ci0C-3e-4-55_3","HIT04_7",1436285159122,"Python","Professional_Developer","Male","High_School;University;Web",10,"Croatia",33,"1","1","1","1","1",5,544341,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"363","Tue2015Jul0712:10:15.059","CONSENT","689ig-4A1E7-5-8_3","HIT03_6",1436285220140,"javascript;HTML;CSS","Graduate_Student","Male","High_School;University;Web",2,"USA",26,"1","0","0","1","0",2,194919,NA,NA,69,41.8797460004164,0.941097916043942,0.399673969975627
"364","Tue2015Jul0712:10:47.896","CONSENT","691aI-1e2e192_3","HIT04_7",1436285305325,"java","Hobbyist","Female","University",1,"usa",32,"0","0","0","0","0",0,142571,NA,NA,271,320.219929518008,0,0.64170788576225
"365","Tue2015Jul0712:19:02.001","CONSENT","692iE-2a-1C0-52_3","HIT04_7",1436285372095,"none","Graduate_Student","Male","Other_novice",0,"USA",34,"0","0","1","0","0",1,569906,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"366","Tue2015Jul0712:13:41.410","CONSENT","693ag0C9I-13-6_3","HIT04_7",1436285378414,"java","Graduate_Student","Male","High_School;Web",2,"usa",25,"1","0","1","1","1",4,156401,NA,"TOO_DIFFICULT",37,48.4708177855312,1.64469725198131,0.480823443443963
"367","Wed2015Jul0813:43:41.171","CONSENT","1014aA5c4G-408:694aI4G-3E-8-3-6_3","HIT04_7",1436285428004,"c#","Professional_Developer","Male","University",3,"India",25,"1","0","1","1","1",4,306392,NA,NA,37,48.4708177855312,1.64469725198131,0.480823443443963
"368","Tue2015Jul0712:16:02.821","CONSENT","696gE-3G1a-69-2_3","HIT02_24",1436285465795,"excel","Hobbyist","Female","University",1,"usa",25,"0","1","0","0","0",1,230224,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"369","Tue2015Jul0712:13:21.060","CONSENT","700gA5G-6C-9-80_3","HIT03_6",1436285526442,"2","Undergraduate_Student","Male","University",2,"United States",24,"0","1","0","0","0",1,74618,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"370","Tue2015Jul0712:21:49.655","CONSENT","702gc9c4a9-86_3","HIT03_6",1436285529759,"Php/Javascript","Professional_Developer","Male","Other_US_Army",20,"USA",43,"1","1","0","1","0",3,206481,"Cool test. Hope to make. Good luck with your project!",NA,22,47.4322904734795,1.1946744562977,0.402901392443667
"371","Tue2015Jul0712:17:29.955","CONSENT","706CI7G5A5-62_3","HIT03_6",1436285566007,"HTML","Graduate_Student","Male","High_School;University",10,"United States",29,"0","0","0","0","0",0,283948,NA,NA,271,320.219929518008,0,0.64170788576225
"372","Tue2015Jul0712:20:55.101","CONSENT","708cC8a2i-905_3","HIT04_7",1436285609053,"Java","Undergraduate_Student","Male","University;Web",2,"USA",29,"0","0","0","0","0",0,446048,NA,NA,271,320.219929518008,0,0.64170788576225
"373","Tue2015Jul0712:16:09.145","CONSENT","709IA7I7c-61-1_3","HIT03_6",1436285633013,"Java","Graduate_Student","Male","University",5,"USA",26,"0","0","0","0","0",0,136132,NA,NA,271,320.219929518008,0,0.64170788576225
"374","Tue2015Jul0712:21:10.088","CONSENT","710gi9A0a-5-87_3","HIT04_7",1436285636247,"Python","Hobbyist","Male","Web",1,"usa",24,"1","1","0","0","0",2,433841,NA,NA,24,36.1597957747839,1.06585713882005,0.396804266779271
"375","Tue2015Jul0712:21:18.118","CONSENT","713gC9a0G430_3","HIT04_7",1436285760965,"Java","Graduate_Student","Male","High_School;University;Web",4,"USA",41,"0","0","0","0","0",0,305381,NA,NA,271,320.219929518008,0,0.64170788576225
"376","Tue2015Jul0712:19:29.987","CONSENT","714Ag0E4a-6-79_3","HIT04_7",1436285789609,"C++","Undergraduate_Student","Male","University",1,"USA",23,"0","0","0","1","0",1,180378,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"377","Tue2015Jul0712:27:02.186","CONSENT","715eA1G1A4-44_3","HIT04_7",1436285831692,"UNIX Shell","Professional_Developer","Male","University;Web",4,"India",27,"1","1","1","1","1",5,590494,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"378","Tue2015Jul0712:20:57.888","CONSENT","717Gg-2g-4c328_3","HIT04_7",1436285861091,"Lua","Graduate_Student","Female","Web",3,"United States",40,"0","0","0","0","0",0,196797,NA,NA,271,320.219929518008,0,0.64170788576225
"379","Tue2015Jul0712:24:21.965","CONSENT","718Ai5C-2I-2-1-2_3","HIT04_7",1436285891021,"Python","Hobbyist","Male","University;Web",10,"USA",32,"0","0","1","0","0",1,214923,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"380","Tue2015Jul0712:23:19.591","CONSENT","720Ae-4c8c-5-1-6_3","HIT04_7",1436285949359,"Java","Undergraduate_Student","Male","University",1,"USA",20,"0","0","0","1","0",1,250231,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"381","Tue2015Jul0712:32:54.208","CONSENT","722ce2G0i-857_3","HIT04_7",1436286117054,"Java","Undergraduate_Student","Male","University;Web",2,"USA",29,"1","1","1","1","1",5,418666,"Very interesting task; thank you",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"382","Tue2015Jul0712:31:21.967","CONSENT","723ci3c3I-7-5-7_3","HIT03_6",1436286132722,"C#","Professional_Developer","Male","High_School;Web",5,"United States",26,"1","0","0","1","0",2,349286,NA,NA,69,41.8797460004164,0.941097916043942,0.399673969975627
"383","Thu2015Jul0900:59:45.966","CONSENT","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT03_6",1436416908591,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,"1","0","1","1","0",3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.",NA,31,36.5118535304554,1.32677343651316,0.417745727973314
"384","Tue2015Jul0712:24:35.910","CONSENT","725gi2i-5a38-8_3","HIT04_7",1436286243706,"Java","Graduate_Student","Male","University;Web",4,"USA",41,"1","1","0","1","1",4,32204,NA,NA,34,47.4952294559555,1.47722884367696,0.443529866174988
"385","Tue2015Jul0712:25:54.531","CONSENT","726Eg0I-5g-5-79_3","HIT04_7",1436286259780,"Java","Hobbyist","Male","University;Web",5,"USA",35,"0","0","0","0","0",0,94751,NA,NA,271,320.219929518008,0,0.64170788576225
"386","Tue2015Jul0713:52:36.452","CONSENT","727gI-2G-3a6-7-4_3","HIT04_7",1436286344170,"VB","Hobbyist","Male","University",3,"INDIA",38,"0","0","0","0","0",0,252782,NA,NA,271,320.219929518008,0,0.64170788576225
"387","Tue2015Jul0712:34:59.553","CONSENT","728ia5I-5e0-48_3","HIT04_7",1436286347244,"python; r; java","Hobbyist","Male","University;Web",2,"USA",36,"1","1","1","1","1",5,552309,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"388","Tue2015Jul0712:28:54.480","CONSENT","729Ei3g5C403_3","HIT04_7",1436286378154,"C; Pascal","Hobbyist","Female","Web",1,"USA",28,"0","0","0","0","0",0,156326,NA,NA,271,320.219929518008,0,0.64170788576225
"389","Tue2015Jul0712:34:17.471","CONSENT","731Ee-5a-3I-241_3","HIT04_7",1436286395626,"PHP","Graduate_Student","Male","Web",5,"India",32,"1","1","1","1","1",5,461845,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"390","Tue2015Jul0713:21:35.328","CONSENT","732aC-4C4C-7-2-1_3","HIT04_7",1436286429602,"C++; Assembly; VHDL","Undergraduate_Student","Female","High_School;University;Web",4,"USA",31,"1","1","0","1","0",3,1357766,"Was interesting to go through the code. ",NA,22,47.4322904734795,1.1946744562977,0.402901392443667
"391","Tue2015Jul0712:40:00.184","CONSENT","733aA0i-2G-80-7_3","HIT04_7",1436286435769,"Python","Graduate_Student","Male","High_School;University;Web",8,"USA",24,"1","1","1","0","1",4,256178,"This was interesting!",NA,82,83.554634405252,1.84701350156545,0.534110571891259
"392","Tue2015Jul0712:43:30.147","CONSENT","735gi-5I7A13-7_3","HIT04_7",1436286457344,"Java; python","Undergraduate_Student","Male","High_School;University",1,"India",23,"1","1","1","1","1",5,952803,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"393","Tue2015Jul0712:32:13.331","CONSENT","736Ei9E-8g-3-1-7_3","HIT04_7",1436286469196,"none","Hobbyist","Male","High_School",0,"USA",22,"0","0","0","0","0",0,264135,NA,NA,271,320.219929518008,0,0.64170788576225
"394","Tue2015Jul0712:48:04.217","CONSENT","737EI4i6G-566_3","HIT04_7",1436286525171,"JAVA","Professional_Developer","Male","University;Web",5,"INDIA",27,"1","1","1","1","1",5,1159046,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"395","Tue2015Jul0712:34:33.380","CONSENT","738gc-9i9G3-46_3","HIT04_7",1436286573557,"C#","Undergraduate_Student","Male","Web",0,"USA",23,"0","0","1","1","0",2,299823,NA,NA,19,28.4242188306045,0.802192356708647,0.413443164109273
"396","Tue2015Jul0712:35:40.533","CONSENT","741ag-7i0E42-8_3","HIT04_7",1436286705105,"C++","Undergraduate_Student","Other","University;Web",2,"USA",26,"0","1","0","0","1",2,163262,NA,NA,21,21.5347414447577,0.803219479615133,0.413300904422626
"397","Tue2015Jul0712:33:53.034","CONSENT","742Cc0I2G-59-2_3","HIT04_7",1436286709155,"Java","Graduate_Student","Female","High_School;University",3,"US",24,"1","0","0","0","0",1,123879,NA,NA,64,40.7401827947098,0.808290895416211,0.412607162804682
"398","Tue2015Jul0712:33:46.613","CONSENT","743Ai-5c4a-511_3","HIT04_7",1436286709550,"none","Undergraduate_Student","Male","Other_never_learned",0,"United States",20,"0","0","0","0","0",0,117063,NA,NA,271,320.219929518008,0,0.64170788576225
"399","Tue2015Jul0712:35:08.478","CONSENT","746Ca-3G-9A1-2-7_3","HIT04_7",1436286787597,"english and spanish","Professional_Developer","Female","University",22,"usa",45,"0","0","0","0","1",1,120881,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"400","Tue2015Jul0713:14:00.692","CONSENT","747Aa0E0E1-57_3","HIT04_7",1436286788189,"Java; C#; C++","Undergraduate_Student","Male","High_School;University;Web",3,"USA",21,"1","1","1","1","1",5,2452503,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"401","Tue2015Jul0712:39:35.920","CONSENT","748GA-4E-5C00-4_3","HIT04_7",1436286819535,"java","Graduate_Student","Male","Web",2,"India",32,"1","0","0","0","1",2,356385,NA,NA,17,19.2134596812566,1.0664658649182,0.396811963417825
"402","Tue2015Jul0712:52:23.131","CONSENT","749ei0A6I-20-1_3","HIT04_7",1436286838256,"C#","Professional_Developer","Male","University",15,"USA",41,"1","1","1","0","1",4,724169,NA,NA,82,83.554634405252,1.84701350156545,0.534110571891259
"403","Tue2015Jul0712:40:40.907","CONSENT","753gc-7i-5I034_3","HIT04_7",1436286899852,"None","Other Homemaker","Female","Other_Don't_Know_What_that_is",0,"United States",51,"0","0","0","1","0",1,341055,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"404","Tue2015Jul0712:38:43.413","CONSENT","754ii-4c-9C-6-8-6_3","HIT02_24",1436286932898,"Java","Professional_Developer","Male","High_School;Web",9,"United States",25,"0","0","1","0","0",1,190515,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"405","Tue2015Jul0713:48:30.435","CONSENT","755ec4i1a-48-7_3","HIT04_7",1436286940619,"Java","Professional_Developer","Male","University;Web",3,"India",26,"1","1","1","0","1",4,2251170,"The test was awesome;I wish can have more of it.This seems to be a small miss in the code;I hope it can be work around within less time.Thanks.",NA,82,83.554634405252,1.84701350156545,0.534110571891259
"406","Tue2015Jul0712:57:19.354","CONSENT","505GE3G-6a90-4:757ia0c-2i-4-17_3","HIT03_6",1436286958417,"Python; JAVA","Hobbyist","Male","Web",3,"USA",30,"1","1","1","1","0",4,921836,"Great HIT!",NA,71,90.9790453429997,1.64380387577367,0.480605284673084
"407","Tue2015Jul0712:38:43.989","CONSENT","758EG6C0a-4-33_3","HIT04_7",1436286982786,"C+","Undergraduate_Student","Male","High_School;University;Web",2,"USA",24,"0","0","1","0","0",1,141203,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"408","Tue2015Jul0712:41:53.596","CONSENT","760CC8a8a-654_3","HIT04_7",1436287050033,"None","Undergraduate_Student","Male","University",1,"USA",33,"0","0","0","0","0",0,263563,NA,NA,271,320.219929518008,0,0.64170788576225
"409","Tue2015Jul0712:41:16.806","CONSENT","761gG6i-2G2-6-1_3","HIT04_7",1436287077585,"n/a","Undergraduate_Student","Female","Other_n/a",0,"USA",20,"0","1","1","0","0",2,199221,NA,NA,12,21.6210598928806,0.932328630605894,0.40021338081436
"410","Tue2015Jul0713:18:50.547","CONSENT","762AG-5i5a030_3","HIT04_7",1436287117841,"C","Undergraduate_Student","Male","University;Web",6,"Brazil",24,"1","1","1","1","1",5,471217,"I think the problem with the program was in the variable 'e' and 's' defined in one of the conditional clauses.",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"411","Tue2015Jul0712:43:05.996","CONSENT","764ai-6i-5C1-94_3","HIT04_7",1436287174543,"oracle","Hobbyist","Female","Web",1,"usa",29,"0","0","0","0","0",0,211453,NA,NA,271,320.219929518008,0,0.64170788576225
"412","Tue2015Jul0713:08:45.843","CONSENT","766gc-6i2i-65-9_3","HIT04_7",1436287270871,"DBMS; Java","Graduate_Student","Female","University",2,"India",22,"1","1","1","1","1",5,1096095,NA,"TOO_DIFFICULT",289,242.373478663306,2.11026901799144,0.610196140661512
"413","Tue2015Jul0712:45:49.138","CONSENT","767IG0c2E-7-1-9_3","HIT04_7",1436287379071,"php","Hobbyist","Male","Web",1,"india",33,"1","0","0","0","0",1,170067,NA,NA,64,40.7401827947098,0.808290895416211,0.412607162804682
"414","Tue2015Jul0713:46:24.433","CONSENT","452Ig6c-9G-502:768Ga1I8G-27-2:69eC6i-8G00-4_3","HIT01_8",1436287470029,"Euphoria","Hobbyist","Male","University;Web;Other_self_study",35,"USA",59,"1","1","1","0","1",4,515265,"Java is by far not the language I know best so thanks for not making this impossible to follow!    the highlighting of names was a little bit off on the last section especially talking about offsethours it highlighted offsetminutes.    I could see this being a little more fun if the code viewer had a few bells & whistles.",NA,82,83.554634405252,1.84701350156545,0.534110571891259
"415","Tue2015Jul0712:48:43.421","CONSENT","770gA2a1A779_3","HIT03_6",1436287497153,"c++","Hobbyist","Female","High_School;University",5,"USA",38,"0","0","0","1","0",1,226268,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"416","Tue2015Jul0713:36:28.416","CONSENT","772ia-5e-2C4-55_3","HIT04_7",1436287572182,"Java; Python; Ruby","Hobbyist","Male","University;Web",8,"USA",25,"1","1","1","0","1",4,564924,"Get your programmers to comment their code. ",NA,82,83.554634405252,1.84701350156545,0.534110571891259
"417","Tue2015Jul0712:50:56.976","CONSENT","774aI9c-4I-6-18_3","HIT04_7",1436287631096,"abap","Professional_Developer","Male","High_School",10,"India",32,"0","0","0","0","1",1,225880,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"418","Tue2015Jul0713:05:43.224","CONSENT","777Ci4A2a213_3","HIT04_7",1436287851087,"Python","Undergraduate_Student","Male","University;Web",2,"United States",27,"1","1","1","0","0",3,486268,"Interesting quiz on a language I have not worked with recently",NA,58,45.8556476206555,1.47230454365533,0.44255741781143
"419","Tue2015Jul0713:26:02.922","CONSENT","780gG-8i-5e5-91_3","HIT03_6",1436287892651,"R","Undergraduate_Student","Male","University;Web;Other_elementary_school",5,"USA",35,"1","1","1","1","1",5,2070271,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"420","Tue2015Jul0712:52:53.774","CONSENT","783iE6C0G8-32_3","HIT04_7",1436287907196,"all","Graduate_Student","Male","University",2,"usa",24,"0","0","0","0","0",0,66578,NA,NA,271,320.219929518008,0,0.64170788576225
"421","Tue2015Jul0713:03:39.538","CONSENT","786II-3E8i14-8_3","HIT04_7",1436288055575,"JAVA","Professional_Developer","Female","University",2,"INDIA",27,"1","0","1","0","0",2,563963,NA,NA,31,24.5564685479959,1.19123159756338,0.402625637607021
"422","Tue2015Jul0713:06:51.838","CONSENT","789CA7A-4e8-84_3","HIT04_7",1436288185103,"java","Hobbyist","Female","Web",10,"USA",31,"0","0","1","0","0",1,620268,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"423","Tue2015Jul0713:11:14.770","SURVEY","892CA6a-8c802:759GA-8a-5a-285_3","HIT01_8",NA,"PHP; MySQL","Professional_Developer","Female","University;Web",6,"INDIA",31,"1","1","1","1","1",5,1550329,"I was involved in the survey. Thank You. ",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"424","Tue2015Jul0713:02:04.976","CONSENT","792CE7a2a8-20_3","HIT04_7",1436288400079,"html but for minor things like bolding and linking","Other self employed/unemployed","Female","Web",0,"usa",27,"0","0","0","0","0",0,124897,NA,NA,271,320.219929518008,0,0.64170788576225
"425","Tue2015Jul0713:16:02.983","CONSENT","794gi1e-9c3-70_3","HIT04_7",1436288432078,"C;C++;C#","Professional_Developer","Male","University;Web",5,"INDIA",25,"1","1","1","1","0",4,654665,"Good exam.I liked it",NA,71,90.9790453429997,1.64380387577367,0.480605284673084
"426","Tue2015Jul0713:06:59.120","CONSENT","795Ic6g1A4-90_3","HIT04_7",1436288458765,"Python","Hobbyist","Male","Web",1,"USA",32,"0","0","1","0","0",1,360355,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"427","Tue2015Jul0713:04:00.626","CONSENT","798CC-7g8G-9-5-7_3","HIT04_7",1436288558094,"JAVA","Hobbyist","Female","Web",10,"USA",30,"0","0","1","0","0",1,82532,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"428","Tue2015Jul0713:13:32.666","CONSENT","799ci-1c-6g89-7_3","HIT04_7",1436288589066,"Java","Graduate_Student","Female","University",2,"USA",35,"0","0","0","1","0",1,623600,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"429","Tue2015Jul0713:08:06.840","CONSENT","800iE-7G-7a02-2_3","HIT04_7",1436288597196,"None","Other HR Assistant","Male","Web",0,"Sri Lanka",27,"0","0","0","0","0",0,289644,NA,NA,271,320.219929518008,0,0.64170788576225
"430","Tue2015Jul0713:25:49.295","CONSENT","107Ce2c-1i556:801ei3E-4g6-34_3","HIT04_7",1436288611552,"Dot net and core java","Professional_Developer","Male","University;Web;Other_friend",4,"india",30,"1","1","1","0","0",3,689423,"great work is given from your side;i would like to work more for you",NA,58,45.8556476206555,1.47230454365533,0.44255741781143
"431","Tue2015Jul0713:10:25.365","CONSENT","802cA8g-6I3-2-8_3","HIT04_7",1436288657357,"Java","Other IT Tech support","Female","University",4,"USA",24,"1","1","1","1","0",4,368008,NA,NA,71,90.9790453429997,1.64380387577367,0.480605284673084
"432","Tue2015Jul0713:11:36.513","CONSENT","803EA8G-2E2-7-1_3","HIT03_6",1436288698562,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,"1","0","0","1","0",2,397951,NA,NA,69,41.8797460004164,0.941097916043942,0.399673969975627
"433","Tue2015Jul0713:23:28.921","CONSENT","804ig5I6g6-4-9_3","HIT04_7",1436288719951,"c#","Professional_Developer","Male","University;Web",2,"India",25,"1","1","1","1","0",4,894255,NA,"TOO_BORING",71,90.9790453429997,1.64380387577367,0.480605284673084
"434","Tue2015Jul0713:11:31.027","CONSENT","805Ca5G1e-5-26_3","HIT04_7",1436288721308,"JavaScript","Hobbyist","Male","High_School;University",30,"USA",45,"1","1","1","1","1",5,369719,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"435","Tue2015Jul0714:07:03.994","CONSENT","806Ec5I0e166_3","HIT04_7",1436288731666,"c#","Professional_Developer","Male","High_School;University;Web",5,"india",30,"0","1","0","0","1",2,1370610,NA,NA,21,21.5347414447577,0.803219479615133,0.413300904422626
"436","Tue2015Jul0713:24:19.612","CONSENT","807iG4c-8c-64-7_3","HIT04_7",1436288732715,"Java","Professional_Developer","Female","High_School;University",35,"US",57,"1","1","1","1","1",5,149666,"Please provide all relevant code.",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"437","Tue2015Jul0713:09:29.278","CONSENT","809CG-2e4A-4-19_3","HIT04_7",1436288762988,"Swift","Hobbyist","Male","Web",1,"USA",25,"0","0","0","0","1",1,206290,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"438","Tue2015Jul0713:10:21.388","CONSENT","810IE2c-9i-5-30_3","HIT04_7",1436288895076,"Java","Professional_Developer","Female","University;Web",4,"India",25,"0","0","0","0","0",0,126312,NA,NA,271,320.219929518008,0,0.64170788576225
